"Internet.Use","Smartphone","Sex","Age","State","Region","Conservativeness","Info.On.Internet","Worry.About.Info","Privacy.Importance","Anonymity.Possible","Tried.Masking.Identity","Privacy.Laws.Effective"
1,1,"Male",19,"Ohio","Midwest",3,8,0,66.6666666666667,0,0,0
1,1,"Female",60,"Florida","South",3,1,1,83.3333333333333,0,0,0
1,0,"Male",40,"North Carolina","South",4,2,1,22.2222222222222,0,0,0
1,1,"Male",NA,"Florida","South",3,5,1,100,1,1,0
1,1,"Male",37,"Georgia","South",NA,4,1,77.7777777777778,0,0,0
1,1,"Male",92,"Kentucky","South",3,0,0,22.2222222222222,0,0,0
1,1,"Male",20,"New York","Northeast",3,3,0,55.5555555555556,0,0,1
0,NA,"Male",65,"Nebraska","Midwest",3,NA,NA,NA,NA,NA,0
1,0,"Male",53,"Illinois","Midwest",5,1,0,0,0,0,1
1,1,"Male",28,"New Jersey","Northeast",1,2,1,11.1111111111111,1,1,0
1,1,"Female",22,"Massachusetts","Northeast",2,8,0,38.8888888888889,1,0,0
1,1,"Male",43,"North Carolina","South",3,0,0,0,0,0,0
1,1,"Male",64,"Texas","South",3,9,0,100,0,0,0
1,0,"Male",60,"Texas","South",4,5,0,0,1,NA,0
1,1,"Female",28,"Kentucky","South",4,4,1,44.4444444444444,1,1,NA
1,1,"Male",25,"Oklahoma","South",2,4,0,11.1111111111111,0,0,0
1,1,"Female",50,"Maryland","South",3,8,0,100,0,0,1
0,0,"Male",46,"Texas","South",4,NA,NA,NA,NA,NA,0
1,0,"Female",66,"Nebraska","Midwest",5,8,0,28.5714285714286,0,0,1
1,1,"Female",37,"Illinois","Midwest",NA,2,0,100,0,1,0
1,1,"Female",20,"Washington","West",4,8,0,77.7777777777778,0,0,1
1,1,"Male",70,"Missouri","Midwest",4,3,1,38.8888888888889,0,0,0
1,0,"Male",65,"Florida","South",5,0,0,0,0,0,0
0,0,"Male",62,"Kansas","Midwest",3,NA,NA,NA,NA,NA,0
1,1,"Male",31,"Oklahoma","South",1,8,1,77.7777777777778,0,1,0
0,0,"Male",73,"Texas","South",5,NA,NA,NA,NA,NA,NA
1,0,"Male",60,"Louisiana","South",5,0,0,0,0,0,0
1,1,"Male",28,"Kentucky","South",3,5,0,6.25,0,0,0
1,1,"Male",NA,"Oklahoma","South",4,2,1,50,1,1,0
1,0,"Female",51,"Delaware","South",3,2,1,42.8571428571429,1,0,0
1,1,"Female",57,"West Virginia","South",4,3,0,35.7142857142857,1,0,1
1,0,"Female",44,"Illinois","Midwest",5,3,1,100,NA,0,0
0,0,"Female",58,"Arkansas","South",3,NA,NA,NA,NA,NA,0
1,1,"Female",26,"Texas","South",3,2,0,44.4444444444444,1,0,1
1,1,"Female",58,"Massachusetts","Northeast",2,6,0,66.6666666666667,0,0,0
1,0,"Female",30,"New York","Northeast",2,6,1,66.6666666666667,1,0,0
1,1,"Male",62,"Mississippi","South",4,4,1,72.2222222222222,0,0,0
1,1,"Male",64,"North Dakota","Midwest",3,11,0,93.75,NA,0,1
1,1,"Female",26,"Texas","South",4,6,0,77.7777777777778,0,0,0
1,1,"Female",29,"Wyoming","West",4,7,0,38.8888888888889,0,1,0
1,NA,"Female",42,"Arkansas","South",5,4,0,88.8888888888889,1,0,1
1,NA,"Female",23,"Texas","South",3,4,0,44.4444444444444,0,1,0
0,0,"Female",56,"Illinois","Midwest",NA,NA,NA,NA,NA,NA,0
1,NA,"Female",62,"Idaho","West",NA,2,0,43.75,1,0,0
1,1,"Male",38,"Montana","West",3,4,1,72.2222222222222,0,0,0
1,1,"Male",72,"Texas","South",3,2,1,0,1,0,0
1,1,"Female",71,"Mississippi","South",3,7,0,0,0,0,0
1,1,"Male",57,"Pennsylvania","Northeast",3,2,0,37.5,1,0,NA
0,0,"Male",30,"Alabama","South",4,NA,NA,NA,NA,NA,1
0,0,"Male",68,"Texas","South",4,NA,NA,NA,NA,NA,0
1,0,"Male",32,"Oklahoma","South",4,0,1,50,NA,0,1
1,1,"Male",72,"Illinois","Midwest",4,2,1,100,0,0,NA
1,1,"Female",52,"Texas","South",5,0,0,25,1,1,1
1,1,"Male",50,"Massachusetts","Northeast",3,1,0,100,1,0,1
0,0,"Male",22,"Pennsylvania","Northeast",4,NA,NA,NA,NA,NA,1
1,0,"Male",48,"Pennsylvania","Northeast",4,2,0,33.3333333333333,0,0,0
0,0,"Female",69,"Georgia","South",4,NA,NA,NA,NA,NA,0
0,1,"Male",52,"Connecticut","Northeast",2,1,0,50,1,0,1
1,0,"Male",27,"Michigan","Midwest",4,8,0,44.4444444444444,1,1,1
1,1,"Male",27,"Mississippi","South",3,4,1,94.4444444444444,0,0,0
1,1,"Female",49,"Maryland","South",4,4,1,100,0,1,0
1,1,"Male",34,"Tennessee","South",1,7,0,94.4444444444444,0,0,0
1,1,"Male",26,"Wisconsin","Midwest",5,2,0,100,0,0,0
1,1,"Male",37,"Mississippi","South",3,2,1,44.4444444444444,NA,0,0
1,0,"Female",38,"Ohio","Midwest",4,3,1,38.8888888888889,0,0,0
1,1,"Male",43,"New Hampshire","Northeast",3,10,0,72.2222222222222,1,0,0
1,1,"Female",60,"Iowa","Midwest",4,3,0,61.1111111111111,1,0,1
1,1,"Female",65,"Georgia","South",4,5,1,88.8888888888889,0,0,1
1,1,"Male",49,"Indiana","Midwest",1,6,0,55.5555555555556,NA,0,0
1,0,"Female",63,"Arizona","West",4,4,1,22.2222222222222,1,NA,0
1,1,"Male",22,"Texas","South",4,5,0,43.75,0,1,1
0,0,"Male",66,"Arizona","West",NA,NA,NA,NA,NA,NA,0
1,1,"Male",56,"Colorado","West",4,4,0,88.8888888888889,1,0,0
1,0,"Male",71,"Utah","West",5,3,0,0,1,0,0
1,1,"Female",57,"Ohio","Midwest",3,4,0,100,0,0,0
1,0,"Male",67,"Wisconsin","Midwest",3,3,0,55.5555555555556,0,0,0
1,1,"Male",33,"Florida","South",4,3,0,31.25,1,0,0
1,1,"Male",60,"Indiana","Midwest",4,9,0,22.2222222222222,0,1,1
1,0,"Female",27,"Illinois","Midwest",NA,6,0,18.75,1,0,1
1,0,"Male",60,"Idaho","West",2,0,0,21.4285714285714,NA,0,1
1,0,"Female",62,"New York","Northeast",3,3,1,94.4444444444444,1,0,0
1,1,"Female",57,"North Carolina","South",2,7,1,94.4444444444444,0,0,0
1,1,"Male",57,"New York","Northeast",NA,1,0,0,1,1,1
1,1,"Female",42,"Connecticut","Northeast",1,7,1,50,0,1,1
1,1,"Male",36,"Colorado","West",3,5,1,94.4444444444444,1,1,0
1,0,"Female",79,"Nevada","West",2,2,0,0,NA,0,1
1,1,"Male",26,"California","West",2,6,1,33.3333333333333,1,0,0
1,1,"Female",19,"California","West",2,7,0,77.7777777777778,0,0,0
1,1,"Male",64,"California","West",2,7,1,83.3333333333333,1,1,0
1,1,"Female",22,"California","West",3,4,0,33.3333333333333,1,0,0
0,0,"Male",51,"California","West",3,NA,NA,NA,NA,NA,1
1,1,"Male",33,"California","West",3,1,1,88.8888888888889,0,0,0
1,1,"Male",28,"North Dakota","Midwest",4,8,1,66.6666666666667,0,0,0
1,1,"Male",71,"California","West",3,4,1,100,0,0,0
1,0,"Female",68,"California","West",4,1,0,16.6666666666667,0,0,1
0,0,"Male",82,"California","West",3,NA,NA,NA,NA,NA,1
1,1,"Female",60,"California","West",5,3,0,62.5,0,0,0
1,1,"Male",73,"California","West",2,3,0,100,1,0,0
1,1,"Male",NA,"Maryland","South",1,6,1,88.8888888888889,1,1,0
1,1,"Female",23,"North Carolina","South",3,7,0,0,0,1,0
1,1,"Male",61,"Georgia","South",3,3,1,94.4444444444444,0,1,0
1,1,"Female",56,"Pennsylvania","Northeast",NA,11,1,100,0,0,0
1,1,"Male",56,"Nevada","West",2,6,1,83.3333333333333,0,0,0
1,1,"Male",64,"Texas","South",4,3,1,100,0,0,0
1,1,"Male",35,"Texas","South",4,3,0,88.8888888888889,0,0,1
1,1,"Male",35,"New York","Northeast",1,2,1,55.5555555555556,0,0,1
1,1,"Female",23,"Nebraska","Midwest",2,5,0,44.4444444444444,0,0,0
1,1,"Female",27,"Virginia","South",NA,5,1,83.3333333333333,0,0,1
0,0,"Female",50,"District of Columbia","South",4,NA,NA,NA,NA,NA,1
1,0,"Female",21,"New York","Northeast",3,4,0,72.2222222222222,1,0,0
1,1,"Male",21,"Ohio","Midwest",3,5,1,33.3333333333333,1,0,0
1,1,"Male",52,"Florida","South",3,2,1,100,0,0,NA
1,1,"Male",61,"Ohio","Midwest",3,4,0,91.6666666666667,0,1,0
1,1,"Female",29,"Tennessee","South",3,2,1,72.2222222222222,1,0,1
1,0,"Male",32,"New York","Northeast",1,8,0,72.2222222222222,0,0,0
1,1,"Male",26,"Wisconsin","Midwest",4,3,1,66.6666666666667,0,0,0
1,1,"Male",69,"Illinois","Midwest",4,5,0,0,0,0,1
1,1,"Male",24,"Texas","South",4,10,0,44.4444444444444,1,0,1
1,1,"Female",30,"Washington","West",4,8,1,100,0,0,1
0,0,"Male",51,"California","West",3,NA,NA,NA,NA,NA,0
1,0,"Female",45,"Washington","West",NA,4,1,100,1,0,0
1,0,"Male",21,"California","West",2,6,0,11.1111111111111,1,0,1
1,1,"Female",49,"Virginia","South",3,0,1,11.1111111111111,1,0,0
1,1,"Male",56,"California","West",4,9,0,25,1,0,0
1,1,"Male",37,"California","West",3,0,1,100,0,0,1
1,1,"Male",56,"Washington","West",2,4,1,27.7777777777778,0,0,NA
0,0,"Male",59,"California","West",1,NA,NA,NA,NA,NA,1
1,1,"Male",18,"California","West",4,6,0,NA,1,0,0
1,NA,"Female",62,"Texas","South",2,0,1,56.25,1,1,0
1,1,"Male",38,"California","West",3,1,1,83.3333333333333,1,0,0
0,1,"Male",57,"Wyoming","West",4,0,0,100,1,0,1
1,1,"Female",57,"Arizona","West",4,2,1,66.6666666666667,0,1,0
1,1,"Male",23,"California","West",4,7,0,55.5555555555556,1,1,NA
1,0,"Male",45,"California","West",4,0,1,66.6666666666667,0,0,0
1,1,"Male",27,"California","West",2,5,0,88.8888888888889,1,0,0
1,1,"Male",25,"California","West",3,5,1,22.2222222222222,1,1,0
1,1,"Male",43,"California","West",3,4,1,100,1,0,0
1,1,"Male",21,"Washington","West",2,8,0,16.6666666666667,1,0,0
1,1,"Female",28,"Washington","West",2,0,1,0,0,0,NA
1,NA,"Female",54,"California","West",5,3,0,68.75,0,0,0
0,NA,"Male",48,"New York","Northeast",5,NA,NA,NA,NA,NA,0
1,1,"Male",33,"Maryland","South",4,7,0,68.75,0,0,0
1,0,"Female",62,"Arizona","West",2,6,0,11.1111111111111,0,0,0
1,1,"Male",46,"California","West",NA,7,1,100,0,1,NA
1,0,"Female",36,"Utah","West",4,0,0,33.3333333333333,0,0,1
1,1,"Female",NA,"Washington","West",4,3,1,33.3333333333333,1,0,NA
1,0,"Male",48,"Nevada","West",3,0,1,100,0,1,0
1,1,"Female",48,"California","West",3,5,1,88.8888888888889,1,1,0
1,1,"Female",77,"Wyoming","West",4,4,1,77.7777777777778,1,0,NA
1,1,"Female",NA,"Arizona","West",3,1,1,100,0,1,0
1,NA,"Male",24,"Tennessee","South",4,0,0,85.7142857142857,1,0,NA
0,0,"Female",65,"Indiana","Midwest",4,NA,NA,NA,NA,NA,0
1,1,"Female",21,"California","West",5,0,0,72.2222222222222,0,0,0
1,0,"Female",30,"Pennsylvania","Northeast",3,9,0,44.4444444444444,0,0,0
1,1,"Male",20,"California","West",4,2,1,44.4444444444444,0,0,0
1,1,"Female",30,"Nebraska","Midwest",3,3,1,88.8888888888889,0,0,0
1,1,"Male",20,"Washington","West",4,3,1,55.5555555555556,0,1,0
1,1,"Male",23,"Nevada","West",3,7,1,50,0,NA,1
1,1,"Female",26,"Louisiana","South",2,8,0,94.4444444444444,0,0,0
1,1,"Male",20,"Washington","West",2,3,0,22.2222222222222,1,1,0
1,0,"Male",51,"Arizona","West",NA,1,1,88.8888888888889,NA,0,0
1,1,"Male",22,"Iowa","Midwest",4,7,0,22.2222222222222,0,0,1
1,1,"Male",28,"Oklahoma","South",3,1,0,77.7777777777778,0,0,0
1,0,"Female",19,"Indiana","Midwest",3,3,1,55.5555555555556,0,1,0
1,1,"Male",57,"California","West",3,10,0,100,1,0,0
1,1,"Male",68,"Tennessee","South",4,2,0,66.6666666666667,0,0,0
0,NA,"Female",58,"Oregon","West",NA,NA,NA,NA,NA,NA,0
1,1,"Male",24,"North Carolina","South",3,7,1,50,0,1,0
1,1,"Female",27,"Illinois","Midwest",NA,3,0,50,NA,0,NA
1,1,"Female",29,"Mississippi","South",5,7,0,88.8888888888889,0,1,0
0,0,"Male",55,"Indiana","Midwest",3,NA,NA,NA,NA,NA,NA
1,1,"Female",NA,"California","West",NA,7,1,83.3333333333333,0,0,0
1,1,"Female",28,"Minnesota","Midwest",3,5,1,61.1111111111111,0,0,0
1,0,"Female",53,"Washington","West",1,3,0,44.4444444444444,0,0,0
1,0,"Female",60,"Illinois","Midwest",2,1,0,22.2222222222222,0,0,0
1,0,"Male",18,"California","West",3,5,1,94.4444444444444,0,0,1
1,0,"Female",55,"Arkansas","South",2,6,0,44.4444444444444,0,0,NA
1,1,"Female",29,"Nebraska","Midwest",3,6,1,100,0,0,0
1,1,"Male",50,"Massachusetts","Northeast",3,2,1,81.25,0,1,0
0,0,"Male",24,"California","West",NA,NA,NA,NA,NA,NA,0
1,1,"Male",33,"Ohio","Midwest",3,6,1,77.7777777777778,0,1,0
1,1,"Male",20,"Maryland","South",4,2,0,33.3333333333333,1,0,0
1,1,"Male",62,"Oregon","West",5,2,1,100,NA,0,0
1,0,"Male",33,"Pennsylvania","Northeast",2,3,0,72.2222222222222,0,0,0
1,0,"Female",49,"Nebraska","Midwest",4,2,1,94.4444444444444,0,0,NA
1,1,"Female",53,"Missouri","Midwest",4,5,1,100,0,0,0
1,1,"Male",33,"Louisiana","South",4,2,1,88.8888888888889,1,0,0
0,1,"Male",64,"Missouri","Midwest",4,0,0,88.8888888888889,NA,0,0
1,1,"Male",29,"Wisconsin","Midwest",5,5,1,100,1,1,0
1,0,"Male",33,"California","West",1,7,0,0,0,0,0
1,1,"Female",23,"Missouri","Midwest",3,5,0,83.3333333333333,1,0,0
1,1,"Female",28,"New York","Northeast",2,7,1,38.8888888888889,0,0,0
0,0,"Female",67,"Pennsylvania","Northeast",3,NA,NA,NA,NA,NA,1
0,0,"Male",62,"Wisconsin","Midwest",NA,NA,NA,NA,NA,NA,0
1,1,"Female",38,"Pennsylvania","Northeast",4,4,1,83.3333333333333,1,0,0
0,0,"Female",74,"Oklahoma","South",3,NA,NA,NA,NA,NA,0
0,0,"Male",61,"New Jersey","Northeast",4,NA,NA,NA,NA,NA,0
1,1,"Male",48,"Florida","South",3,0,1,88.8888888888889,1,NA,0
1,0,"Female",50,"Alabama","South",3,7,1,83.3333333333333,1,0,0
0,1,"Male",72,"Missouri","Midwest",4,0,0,NA,0,0,0
0,0,"Male",33,"Tennessee","South",5,NA,NA,NA,NA,NA,1
1,1,"Male",29,"New Hampshire","Northeast",NA,2,0,75,1,0,0
1,1,"Male",59,"Iowa","Midwest",4,1,0,16.6666666666667,1,0,1
1,0,"Female",60,"New York","Northeast",4,4,1,100,1,0,0
1,1,"Male",NA,"Missouri","Midwest",4,1,0,100,0,0,0
0,0,"Male",70,"Illinois","Midwest",2,NA,NA,NA,NA,NA,0
0,1,"Female",46,"Pennsylvania","Northeast",4,0,0,33.3333333333333,NA,1,1
1,1,"Male",40,"Florida","South",2,4,1,100,1,1,0
1,1,"Male",22,"Michigan","Midwest",4,7,0,27.7777777777778,1,0,1
1,1,"Male",19,"Ohio","Midwest",2,5,1,77.7777777777778,0,1,1
1,1,"Male",42,"New York","Northeast",3,5,1,100,0,0,0
1,0,"Male",59,"Maryland","South",4,8,0,61.1111111111111,1,0,0
1,1,"Female",25,"Georgia","South",3,4,1,83.3333333333333,0,0,0
0,0,"Male",92,"Pennsylvania","Northeast",2,NA,NA,NA,NA,NA,0
1,1,"Male",31,"Kansas","Midwest",4,0,0,16.6666666666667,0,0,0
1,1,"Male",24,"Idaho","West",4,7,0,0,0,0,1
0,0,"Female",92,"Idaho","West",5,NA,NA,NA,NA,NA,NA
1,1,"Female",28,"California","West",1,3,0,85.7142857142857,1,1,0
1,0,"Male",52,"Indiana","Midwest",3,3,1,33.3333333333333,0,0,1
1,1,"Female",40,"California","West",2,5,1,77.7777777777778,0,0,0
1,1,"Female",33,"Arizona","West",2,2,1,72.2222222222222,0,1,0
1,1,"Male",36,"Washington","West",4,2,1,55.5555555555556,1,0,0
1,1,"Male",59,"New York","Northeast",2,7,0,72.2222222222222,0,0,1
1,0,"Female",65,"Pennsylvania","Northeast",5,1,0,100,1,0,0
1,1,"Female",57,"Indiana","Midwest",2,5,1,93.75,0,0,0
1,1,"Female",39,"New York","Northeast",NA,4,1,66.6666666666667,0,0,1
1,1,"Female",24,"Georgia","South",4,6,1,83.3333333333333,NA,1,1
1,1,"Male",54,"New York","Northeast",5,11,0,16.6666666666667,0,1,1
0,0,"Male",80,"Ohio","Midwest",3,NA,NA,NA,NA,NA,0
0,0,"Male",47,"Virginia","South",4,NA,NA,NA,NA,NA,0
1,1,"Male",48,"Delaware","South",4,5,0,16.6666666666667,0,0,0
1,0,"Male",36,"Florida","South",3,5,NA,31.25,1,0,1
1,1,"Male",31,"Massachusetts","Northeast",4,7,1,61.1111111111111,1,0,0
1,1,"Female",61,"Massachusetts","Northeast",3,6,1,61.1111111111111,0,0,1
1,0,"Female",71,"Florida","South",3,1,1,66.6666666666667,0,0,0
1,1,"Male",44,"Rhode Island","Northeast",3,1,1,55.5555555555556,1,0,0
1,NA,"Female",52,"Alabama","South",4,0,0,0,1,0,1
1,1,"Female",33,"New York","Northeast",3,3,0,75,1,0,0
1,0,"Male",50,"Pennsylvania","Northeast",4,0,0,100,0,0,NA
1,1,"Female",NA,"Florida","South",3,0,1,68.75,0,0,1
1,1,"Male",26,"Texas","South",3,8,1,83.3333333333333,1,1,1
0,0,"Female",30,"Montana","West",NA,NA,NA,NA,NA,NA,1
1,1,"Male",19,"New Jersey","Northeast",2,8,0,16.6666666666667,1,0,NA
1,1,"Male",43,"California","West",4,4,0,22.2222222222222,1,0,0
1,0,"Female",74,"Arizona","West",4,1,1,43.75,0,0,0
1,0,"Female",60,"California","West",NA,2,0,60,0,0,0
1,1,"Female",34,"Wisconsin","Midwest",2,3,0,16.6666666666667,0,0,0
1,1,"Female",50,"Texas","South",3,5,1,57.1428571428571,1,0,NA
0,0,"Male",40,"Texas","South",5,NA,NA,NA,NA,NA,0
1,1,"Male",53,"California","West",4,8,0,66.6666666666667,1,0,1
1,1,"Male",65,"Indiana","Midwest",5,3,0,22.2222222222222,1,1,0
1,0,"Male",55,"California","West",4,6,0,33.3333333333333,1,0,0
1,1,"Female",19,"Massachusetts","Northeast",3,8,1,72.2222222222222,0,0,1
1,0,"Male",46,"Oklahoma","South",5,2,1,100,0,0,0
1,1,"Male",22,"Indiana","Midwest",NA,1,0,91.6666666666667,1,0,0
0,0,"Male",52,"Iowa","Midwest",3,NA,NA,NA,NA,NA,0
1,1,"Female",39,"Indiana","Midwest",3,3,0,72.2222222222222,0,0,0
0,0,"Male",41,"Ohio","Midwest",3,NA,NA,NA,NA,NA,1
1,1,"Female",55,"California","West",2,7,1,100,0,0,0
1,0,"Male",66,"North Carolina","South",4,1,1,77.7777777777778,1,0,0
1,1,"Male",21,"California","West",4,4,0,11.1111111111111,1,0,1
1,1,"Male",54,"California","West",4,11,1,100,0,0,0
1,1,"Male",51,"Washington","West",5,4,1,88.8888888888889,1,0,0
0,0,"Male",34,"Florida","South",2,NA,NA,NA,NA,NA,1
1,1,"Male",21,"Washington","West",1,10,1,72.2222222222222,0,1,0
1,1,"Female",28,"Louisiana","South",3,6,1,83.3333333333333,0,0,NA
1,0,"Male",75,"North Carolina","South",4,0,0,100,NA,0,0
1,0,"Female",70,"Texas","South",2,0,1,100,1,0,0
1,1,"Male",53,"Maryland","South",5,5,1,94.4444444444444,0,1,1
1,1,"Female",50,"Alabama","South",4,2,0,83.3333333333333,0,0,0
1,NA,"Male",35,"Minnesota","Midwest",1,2,1,94.4444444444444,1,0,0
1,1,"Female",59,"Missouri","Midwest",4,0,1,100,0,0,0
1,0,"Female",31,"Pennsylvania","Northeast",3,5,0,22.2222222222222,0,0,0
1,1,"Female",60,"Minnesota","Midwest",3,3,1,100,1,0,1
1,1,"Male",23,"Texas","South",3,7,1,100,0,0,0
1,1,"Female",59,"Iowa","Midwest",4,2,1,61.1111111111111,1,0,1
1,0,"Male",65,"Minnesota","Midwest",3,4,1,61.1111111111111,1,1,0
1,1,"Male",68,"Arkansas","South",3,4,0,44.4444444444444,1,0,0
1,1,"Male",19,"Georgia","South",4,8,1,88.8888888888889,0,0,0
1,0,"Female",49,"Illinois","Midwest",3,5,0,66.6666666666667,1,0,0
1,0,"Male",56,"Florida","South",4,3,0,85.7142857142857,1,0,1
1,0,"Male",60,"Missouri","Midwest",2,5,1,38.8888888888889,0,0,0
1,1,"Female",62,"Florida","South",4,3,0,0,NA,0,0
1,1,"Female",40,"South Carolina","South",2,2,1,44.4444444444444,0,0,0
1,1,"Male",35,"Florida","South",2,4,1,81.25,0,0,0
1,1,"Male",53,"Pennsylvania","Northeast",2,9,0,72.2222222222222,1,0,0
1,1,"Male",48,"New York","Northeast",4,6,1,61.1111111111111,0,0,0
1,0,"Female",30,"Ohio","Midwest",5,5,1,100,1,0,0
0,0,"Female",39,"Texas","South",3,NA,NA,NA,NA,NA,1
1,1,"Male",22,"Kentucky","South",2,10,1,55.5555555555556,1,0,1
1,0,"Female",NA,"New Hampshire","Northeast",4,4,1,85.7142857142857,1,0,0
1,1,"Female",55,"Maryland","South",2,3,1,61.1111111111111,0,1,0
1,0,"Male",65,"New Jersey","Northeast",3,0,0,11.1111111111111,0,0,0
0,0,"Female",70,"New York","Northeast",4,NA,NA,NA,NA,NA,0
1,0,"Male",39,"Vermont","Northeast",4,4,1,22.2222222222222,0,0,0
1,1,"Male",50,"California","West",4,1,1,12.5,0,0,0
1,1,"Male",23,"Virginia","South",NA,3,0,5.55555555555556,1,0,1
1,0,"Female",28,"New Jersey","Northeast",3,8,1,94.4444444444444,0,0,0
1,0,"Female",59,"New Hampshire","Northeast",3,11,1,100,1,0,0
1,1,"Male",29,"Michigan","Midwest",4,5,0,94.4444444444444,0,0,0
1,1,"Male",25,"Virginia","South",2,4,0,33.3333333333333,0,0,1
1,1,"Male",74,"Ohio","Midwest",4,3,0,22.2222222222222,0,0,1
0,NA,"Male",52,"Ohio","Midwest",2,NA,NA,NA,NA,NA,0
1,1,"Male",23,"Maryland","South",3,3,1,87.5,1,1,0
1,1,"Male",33,"Kentucky","South",3,5,1,72.2222222222222,0,0,0
1,0,"Female",NA,"Delaware","South",4,0,0,55.5555555555556,NA,0,1
1,1,"Female",51,"Kentucky","South",3,10,1,66.6666666666667,1,1,0
1,0,"Female",19,"Kansas","Midwest",2,2,0,5.55555555555556,0,0,0
1,1,"Female",22,"Alabama","South",3,5,0,72.2222222222222,0,0,0
1,1,"Male",43,"Texas","South",NA,0,1,100,0,0,0
1,1,"Female",NA,"Indiana","Midwest",4,0,0,100,0,0,NA
1,NA,"Female",19,"Louisiana","South",NA,6,0,78.5714285714286,0,0,0
0,0,"Male",84,"Arkansas","South",4,NA,NA,NA,NA,NA,NA
1,1,"Female",26,"Texas","South",2,1,0,16.6666666666667,0,0,0
1,0,"Male",19,"Texas","South",4,4,0,66.6666666666667,1,0,0
1,1,"Female",26,"Iowa","Midwest",3,7,1,72.2222222222222,0,0,0
1,1,"Male",45,"Louisiana","South",3,2,1,100,0,0,0
1,1,"Female",26,"Minnesota","Midwest",1,9,0,72.2222222222222,0,0,NA
1,1,"Female",36,"Missouri","Midwest",3,6,0,100,0,0,1
1,1,"Female",27,"North Dakota","Midwest",3,6,1,77.7777777777778,1,1,0
1,1,"Male",37,"Texas","South",1,2,0,50,1,0,0
1,1,"Female",63,"Wisconsin","Midwest",2,0,0,83.3333333333333,0,0,1
1,1,"Male",18,"Oklahoma","South",3,7,0,44.4444444444444,0,0,0
1,1,"Female",55,"Colorado","West",3,3,1,88.8888888888889,0,0,0
1,1,"Female",30,"Arizona","West",2,5,0,94.4444444444444,1,0,0
1,1,"Male",29,"California","West",3,7,1,77.7777777777778,1,1,1
1,1,"Female",57,"Utah","West",4,7,1,27.7777777777778,0,0,1
0,NA,"Male",29,"Colorado","West",3,NA,NA,NA,NA,NA,0
1,1,"Male",22,"California","West",4,6,0,11.1111111111111,0,0,1
0,0,"Female",63,"California","West",4,NA,NA,NA,NA,NA,1
1,1,"Female",26,"Texas","South",3,3,1,55.5555555555556,0,0,0
